Feature_name,Feature_name_2,MODULE,SUBMODULE,COMPARTMENT,CHANNEL1,CHANNEL2,Channels_alphab,MOD-CHAN-COM_100cat,CHAN-MOD-SUB-COM_839cat,CHAN-MOD-SUB_280cat,CHAN-MOD-COM_100cat,CHAN-MOD_34cat,CHAN-MOD_biorelevant_38cat,color
Correlation_Costes_illumPHAandWGA_illumCONC_cytoplasm,cytoplasm_correlation_costes_agp_er,Correlation,Costes,cytoplasm,PHAandWGA,CONC,CONC-PHAandWGA,Correlation_CONC-PHAandWGA_cytoplasm,CONC-PHAandWGA_Correlation_Costes_cytoplasm,CONC-PHAandWGA_Correlation_Costes,CONC-PHAandWGA_Correlation_cytoplasm,CONC-PHAandWGA_Correlation,Correlation_CONC-PHAandWGA,green
Correlation_K_illumCONC_illumPHAandWGA_cytoplasm,cytoplasm_correlation_k_er_agp,Correlation,K,cytoplasm,CONC,PHAandWGA,CONC-PHAandWGA,Correlation_CONC-PHAandWGA_cytoplasm,CONC-PHAandWGA_Correlation_K_cytoplasm,CONC-PHAandWGA_Correlation_K,CONC-PHAandWGA_Correlation_cytoplasm,CONC-PHAandWGA_Correlation,Correlation_CONC-PHAandWGA,green
Correlation_K_illumPHAandWGA_illumCONC_cytoplasm,cytoplasm_correlation_k_agp_er,Correlation,K,cytoplasm,PHAandWGA,CONC,CONC-PHAandWGA,Correlation_CONC-PHAandWGA_cytoplasm,CONC-PHAandWGA_Correlation_K_cytoplasm,CONC-PHAandWGA_Correlation_K,CONC-PHAandWGA_Correlation_cytoplasm,CONC-PHAandWGA_Correlation,Correlation_CONC-PHAandWGA,green
Correlation_Manders_illumCONC_illumPHAandWGA_cytoplasm,cytoplasm_correlation_manders_er_agp,Correlation,Manders,cytoplasm,CONC,PHAandWGA,CONC-PHAandWGA,Correlation_CONC-PHAandWGA_cytoplasm,CONC-PHAandWGA_Correlation_Manders_cytoplasm,CONC-PHAandWGA_Correlation_Manders,CONC-PHAandWGA_Correlation_cytoplasm,CONC-PHAandWGA_Correlation,Correlation_CONC-PHAandWGA,green
Correlation_Manders_illumPHAandWGA_illumCONC_cytoplasm,cytoplasm_correlation_manders_agp_er,Correlation,Manders,cytoplasm,PHAandWGA,CONC,CONC-PHAandWGA,Correlation_CONC-PHAandWGA_cytoplasm,CONC-PHAandWGA_Correlation_Manders_cytoplasm,CONC-PHAandWGA_Correlation_Manders,CONC-PHAandWGA_Correlation_cytoplasm,CONC-PHAandWGA_Correlation,Correlation_CONC-PHAandWGA,green
Correlation_Overlap_illumCONC_illumPHAandWGA_cytoplasm,cytoplasm_correlation_overlap_er_agp,Correlation,Overlap,cytoplasm,CONC,PHAandWGA,CONC-PHAandWGA,Correlation_CONC-PHAandWGA_cytoplasm,CONC-PHAandWGA_Correlation_Overlap_cytoplasm,CONC-PHAandWGA_Correlation_Overlap,CONC-PHAandWGA_Correlation_cytoplasm,CONC-PHAandWGA_Correlation,Correlation_CONC-PHAandWGA,green
Correlation_RWC_illumCONC_illumPHAandWGA_cytoplasm,cytoplasm_correlation_rwc_er_agp,Correlation,RWC,cytoplasm,CONC,PHAandWGA,CONC-PHAandWGA,Correlation_CONC-PHAandWGA_cytoplasm,CONC-PHAandWGA_Correlation_RWC_cytoplasm,CONC-PHAandWGA_Correlation_RWC,CONC-PHAandWGA_Correlation_cytoplasm,CONC-PHAandWGA_Correlation,Correlation_CONC-PHAandWGA,green
Correlation_RWC_illumPHAandWGA_illumCONC_cytoplasm,cytoplasm_correlation_rwc_agp_er,Correlation,RWC,cytoplasm,PHAandWGA,CONC,CONC-PHAandWGA,Correlation_CONC-PHAandWGA_cytoplasm,CONC-PHAandWGA_Correlation_RWC_cytoplasm,CONC-PHAandWGA_Correlation_RWC,CONC-PHAandWGA_Correlation_cytoplasm,CONC-PHAandWGA_Correlation,Correlation_CONC-PHAandWGA,green
Correlation_Correlation_illumCONC_illumPHAandWGA_nuclei,nuclei_correlation_correlation_er_agp,Correlation,Correlation,nuclei,CONC,PHAandWGA,CONC-PHAandWGA,Correlation_CONC-PHAandWGA_nuclei,CONC-PHAandWGA_Correlation_Correlation_nuclei,CONC-PHAandWGA_Correlation_Correlation,CONC-PHAandWGA_Correlation_nuclei,CONC-PHAandWGA_Correlation,Correlation_CONC-PHAandWGA,green
Correlation_Costes_illumCONC_illumPHAandWGA_nuclei,nuclei_correlation_costes_er_agp,Correlation,Costes,nuclei,CONC,PHAandWGA,CONC-PHAandWGA,Correlation_CONC-PHAandWGA_nuclei,CONC-PHAandWGA_Correlation_Costes_nuclei,CONC-PHAandWGA_Correlation_Costes,CONC-PHAandWGA_Correlation_nuclei,CONC-PHAandWGA_Correlation,Correlation_CONC-PHAandWGA,green
Correlation_Costes_illumPHAandWGA_illumCONC_nuclei,nuclei_correlation_costes_agp_er,Correlation,Costes,nuclei,PHAandWGA,CONC,CONC-PHAandWGA,Correlation_CONC-PHAandWGA_nuclei,CONC-PHAandWGA_Correlation_Costes_nuclei,CONC-PHAandWGA_Correlation_Costes,CONC-PHAandWGA_Correlation_nuclei,CONC-PHAandWGA_Correlation,Correlation_CONC-PHAandWGA,green
Correlation_K_illumCONC_illumPHAandWGA_nuclei,nuclei_correlation_k_er_agp,Correlation,K,nuclei,CONC,PHAandWGA,CONC-PHAandWGA,Correlation_CONC-PHAandWGA_nuclei,CONC-PHAandWGA_Correlation_K_nuclei,CONC-PHAandWGA_Correlation_K,CONC-PHAandWGA_Correlation_nuclei,CONC-PHAandWGA_Correlation,Correlation_CONC-PHAandWGA,green
Correlation_K_illumPHAandWGA_illumCONC_nuclei,nuclei_correlation_k_agp_er,Correlation,K,nuclei,PHAandWGA,CONC,CONC-PHAandWGA,Correlation_CONC-PHAandWGA_nuclei,CONC-PHAandWGA_Correlation_K_nuclei,CONC-PHAandWGA_Correlation_K,CONC-PHAandWGA_Correlation_nuclei,CONC-PHAandWGA_Correlation,Correlation_CONC-PHAandWGA,green
Correlation_Overlap_illumCONC_illumPHAandWGA_nuclei,nuclei_correlation_overlap_er_agp,Correlation,Overlap,nuclei,CONC,PHAandWGA,CONC-PHAandWGA,Correlation_CONC-PHAandWGA_nuclei,CONC-PHAandWGA_Correlation_Overlap_nuclei,CONC-PHAandWGA_Correlation_Overlap,CONC-PHAandWGA_Correlation_nuclei,CONC-PHAandWGA_Correlation,Correlation_CONC-PHAandWGA,green
Correlation_Correlation_illumCONC_illumSYTO_cells,cells_correlation_correlation_er_rna,Correlation,Correlation,cells,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_cells,CONC-SYTO_Correlation_Correlation_cells,CONC-SYTO_Correlation_Correlation,CONC-SYTO_Correlation_cells,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Costes_illumCONC_illumSYTO_cells,cells_correlation_costes_er_rna,Correlation,Costes,cells,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_cells,CONC-SYTO_Correlation_Costes_cells,CONC-SYTO_Correlation_Costes,CONC-SYTO_Correlation_cells,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Costes_illumSYTO_illumCONC_cells,cells_correlation_costes_rna_er,Correlation,Costes,cells,SYTO,CONC,CONC-SYTO,Correlation_CONC-SYTO_cells,CONC-SYTO_Correlation_Costes_cells,CONC-SYTO_Correlation_Costes,CONC-SYTO_Correlation_cells,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_K_illumCONC_illumSYTO_cells,cells_correlation_k_er_rna,Correlation,K,cells,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_cells,CONC-SYTO_Correlation_K_cells,CONC-SYTO_Correlation_K,CONC-SYTO_Correlation_cells,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_K_illumSYTO_illumCONC_cells,cells_correlation_k_rna_er,Correlation,K,cells,SYTO,CONC,CONC-SYTO,Correlation_CONC-SYTO_cells,CONC-SYTO_Correlation_K_cells,CONC-SYTO_Correlation_K,CONC-SYTO_Correlation_cells,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Manders_illumCONC_illumSYTO_cells,cells_correlation_manders_er_rna,Correlation,Manders,cells,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_cells,CONC-SYTO_Correlation_Manders_cells,CONC-SYTO_Correlation_Manders,CONC-SYTO_Correlation_cells,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Manders_illumSYTO_illumCONC_cells,cells_correlation_manders_rna_er,Correlation,Manders,cells,SYTO,CONC,CONC-SYTO,Correlation_CONC-SYTO_cells,CONC-SYTO_Correlation_Manders_cells,CONC-SYTO_Correlation_Manders,CONC-SYTO_Correlation_cells,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Overlap_illumCONC_illumSYTO_cells,cells_correlation_overlap_er_rna,Correlation,Overlap,cells,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_cells,CONC-SYTO_Correlation_Overlap_cells,CONC-SYTO_Correlation_Overlap,CONC-SYTO_Correlation_cells,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_RWC_illumCONC_illumSYTO_cells,cells_correlation_rwc_er_rna,Correlation,RWC,cells,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_cells,CONC-SYTO_Correlation_RWC_cells,CONC-SYTO_Correlation_RWC,CONC-SYTO_Correlation_cells,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_RWC_illumSYTO_illumCONC_cells,cells_correlation_rwc_rna_er,Correlation,RWC,cells,SYTO,CONC,CONC-SYTO,Correlation_CONC-SYTO_cells,CONC-SYTO_Correlation_RWC_cells,CONC-SYTO_Correlation_RWC,CONC-SYTO_Correlation_cells,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Correlation_illumCONC_illumSYTO_cytoplasm,cytoplasm_correlation_correlation_er_rna,Correlation,Correlation,cytoplasm,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_cytoplasm,CONC-SYTO_Correlation_Correlation_cytoplasm,CONC-SYTO_Correlation_Correlation,CONC-SYTO_Correlation_cytoplasm,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Costes_illumCONC_illumSYTO_cytoplasm,cytoplasm_correlation_costes_er_rna,Correlation,Costes,cytoplasm,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_cytoplasm,CONC-SYTO_Correlation_Costes_cytoplasm,CONC-SYTO_Correlation_Costes,CONC-SYTO_Correlation_cytoplasm,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Costes_illumSYTO_illumCONC_cytoplasm,cytoplasm_correlation_costes_rna_er,Correlation,Costes,cytoplasm,SYTO,CONC,CONC-SYTO,Correlation_CONC-SYTO_cytoplasm,CONC-SYTO_Correlation_Costes_cytoplasm,CONC-SYTO_Correlation_Costes,CONC-SYTO_Correlation_cytoplasm,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_K_illumCONC_illumSYTO_cytoplasm,cytoplasm_correlation_k_er_rna,Correlation,K,cytoplasm,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_cytoplasm,CONC-SYTO_Correlation_K_cytoplasm,CONC-SYTO_Correlation_K,CONC-SYTO_Correlation_cytoplasm,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_K_illumSYTO_illumCONC_cytoplasm,cytoplasm_correlation_k_rna_er,Correlation,K,cytoplasm,SYTO,CONC,CONC-SYTO,Correlation_CONC-SYTO_cytoplasm,CONC-SYTO_Correlation_K_cytoplasm,CONC-SYTO_Correlation_K,CONC-SYTO_Correlation_cytoplasm,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Manders_illumCONC_illumSYTO_cytoplasm,cytoplasm_correlation_manders_er_rna,Correlation,Manders,cytoplasm,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_cytoplasm,CONC-SYTO_Correlation_Manders_cytoplasm,CONC-SYTO_Correlation_Manders,CONC-SYTO_Correlation_cytoplasm,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Manders_illumSYTO_illumCONC_cytoplasm,cytoplasm_correlation_manders_rna_er,Correlation,Manders,cytoplasm,SYTO,CONC,CONC-SYTO,Correlation_CONC-SYTO_cytoplasm,CONC-SYTO_Correlation_Manders_cytoplasm,CONC-SYTO_Correlation_Manders,CONC-SYTO_Correlation_cytoplasm,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Overlap_illumCONC_illumSYTO_cytoplasm,cytoplasm_correlation_overlap_er_rna,Correlation,Overlap,cytoplasm,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_cytoplasm,CONC-SYTO_Correlation_Overlap_cytoplasm,CONC-SYTO_Correlation_Overlap,CONC-SYTO_Correlation_cytoplasm,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_RWC_illumCONC_illumSYTO_cytoplasm,cytoplasm_correlation_rwc_er_rna,Correlation,RWC,cytoplasm,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_cytoplasm,CONC-SYTO_Correlation_RWC_cytoplasm,CONC-SYTO_Correlation_RWC,CONC-SYTO_Correlation_cytoplasm,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_RWC_illumSYTO_illumCONC_cytoplasm,cytoplasm_correlation_rwc_rna_er,Correlation,RWC,cytoplasm,SYTO,CONC,CONC-SYTO,Correlation_CONC-SYTO_cytoplasm,CONC-SYTO_Correlation_RWC_cytoplasm,CONC-SYTO_Correlation_RWC,CONC-SYTO_Correlation_cytoplasm,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Correlation_illumCONC_illumSYTO_nuclei,nuclei_correlation_correlation_er_rna,Correlation,Correlation,nuclei,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_nuclei,CONC-SYTO_Correlation_Correlation_nuclei,CONC-SYTO_Correlation_Correlation,CONC-SYTO_Correlation_nuclei,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Costes_illumCONC_illumSYTO_nuclei,nuclei_correlation_costes_er_rna,Correlation,Costes,nuclei,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_nuclei,CONC-SYTO_Correlation_Costes_nuclei,CONC-SYTO_Correlation_Costes,CONC-SYTO_Correlation_nuclei,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Costes_illumSYTO_illumCONC_nuclei,nuclei_correlation_costes_rna_er,Correlation,Costes,nuclei,SYTO,CONC,CONC-SYTO,Correlation_CONC-SYTO_nuclei,CONC-SYTO_Correlation_Costes_nuclei,CONC-SYTO_Correlation_Costes,CONC-SYTO_Correlation_nuclei,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_K_illumCONC_illumSYTO_nuclei,nuclei_correlation_k_er_rna,Correlation,K,nuclei,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_nuclei,CONC-SYTO_Correlation_K_nuclei,CONC-SYTO_Correlation_K,CONC-SYTO_Correlation_nuclei,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_K_illumSYTO_illumCONC_nuclei,nuclei_correlation_k_rna_er,Correlation,K,nuclei,SYTO,CONC,CONC-SYTO,Correlation_CONC-SYTO_nuclei,CONC-SYTO_Correlation_K_nuclei,CONC-SYTO_Correlation_K,CONC-SYTO_Correlation_nuclei,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Overlap_illumCONC_illumSYTO_nuclei,nuclei_correlation_overlap_er_rna,Correlation,Overlap,nuclei,CONC,SYTO,CONC-SYTO,Correlation_CONC-SYTO_nuclei,CONC-SYTO_Correlation_Overlap_nuclei,CONC-SYTO_Correlation_Overlap,CONC-SYTO_Correlation_nuclei,CONC-SYTO_Correlation,Correlation_CONC-SYTO,green
Correlation_Correlation_illumHOECHST_illumMITO_cells,cells_correlation_correlation_dna_mito,Correlation,Correlation,cells,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_cells,HOECHST-MITO_Correlation_Correlation_cells,HOECHST-MITO_Correlation_Correlation,HOECHST-MITO_Correlation_cells,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Costes_illumHOECHST_illumMITO_cells,cells_correlation_costes_dna_mito,Correlation,Costes,cells,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_cells,HOECHST-MITO_Correlation_Costes_cells,HOECHST-MITO_Correlation_Costes,HOECHST-MITO_Correlation_cells,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Costes_illumMITO_illumHOECHST_cells,cells_correlation_costes_mito_dna,Correlation,Costes,cells,MITO,HOECHST,HOECHST-MITO,Correlation_HOECHST-MITO_cells,HOECHST-MITO_Correlation_Costes_cells,HOECHST-MITO_Correlation_Costes,HOECHST-MITO_Correlation_cells,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_K_illumHOECHST_illumMITO_cells,cells_correlation_k_dna_mito,Correlation,K,cells,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_cells,HOECHST-MITO_Correlation_K_cells,HOECHST-MITO_Correlation_K,HOECHST-MITO_Correlation_cells,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_K_illumMITO_illumHOECHST_cells,cells_correlation_k_mito_dna,Correlation,K,cells,MITO,HOECHST,HOECHST-MITO,Correlation_HOECHST-MITO_cells,HOECHST-MITO_Correlation_K_cells,HOECHST-MITO_Correlation_K,HOECHST-MITO_Correlation_cells,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Manders_illumHOECHST_illumMITO_cells,cells_correlation_manders_dna_mito,Correlation,Manders,cells,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_cells,HOECHST-MITO_Correlation_Manders_cells,HOECHST-MITO_Correlation_Manders,HOECHST-MITO_Correlation_cells,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Manders_illumMITO_illumHOECHST_cells,cells_correlation_manders_mito_dna,Correlation,Manders,cells,MITO,HOECHST,HOECHST-MITO,Correlation_HOECHST-MITO_cells,HOECHST-MITO_Correlation_Manders_cells,HOECHST-MITO_Correlation_Manders,HOECHST-MITO_Correlation_cells,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Overlap_illumHOECHST_illumMITO_cells,cells_correlation_overlap_dna_mito,Correlation,Overlap,cells,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_cells,HOECHST-MITO_Correlation_Overlap_cells,HOECHST-MITO_Correlation_Overlap,HOECHST-MITO_Correlation_cells,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_RWC_illumHOECHST_illumMITO_cells,cells_correlation_rwc_dna_mito,Correlation,RWC,cells,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_cells,HOECHST-MITO_Correlation_RWC_cells,HOECHST-MITO_Correlation_RWC,HOECHST-MITO_Correlation_cells,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_RWC_illumMITO_illumHOECHST_cells,cells_correlation_rwc_mito_dna,Correlation,RWC,cells,MITO,HOECHST,HOECHST-MITO,Correlation_HOECHST-MITO_cells,HOECHST-MITO_Correlation_RWC_cells,HOECHST-MITO_Correlation_RWC,HOECHST-MITO_Correlation_cells,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Correlation_illumHOECHST_illumMITO_cytoplasm,cytoplasm_correlation_correlation_dna_mito,Correlation,Correlation,cytoplasm,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_cytoplasm,HOECHST-MITO_Correlation_Correlation_cytoplasm,HOECHST-MITO_Correlation_Correlation,HOECHST-MITO_Correlation_cytoplasm,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Costes_illumHOECHST_illumMITO_cytoplasm,cytoplasm_correlation_costes_dna_mito,Correlation,Costes,cytoplasm,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_cytoplasm,HOECHST-MITO_Correlation_Costes_cytoplasm,HOECHST-MITO_Correlation_Costes,HOECHST-MITO_Correlation_cytoplasm,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Costes_illumMITO_illumHOECHST_cytoplasm,cytoplasm_correlation_costes_mito_dna,Correlation,Costes,cytoplasm,MITO,HOECHST,HOECHST-MITO,Correlation_HOECHST-MITO_cytoplasm,HOECHST-MITO_Correlation_Costes_cytoplasm,HOECHST-MITO_Correlation_Costes,HOECHST-MITO_Correlation_cytoplasm,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_K_illumHOECHST_illumMITO_cytoplasm,cytoplasm_correlation_k_dna_mito,Correlation,K,cytoplasm,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_cytoplasm,HOECHST-MITO_Correlation_K_cytoplasm,HOECHST-MITO_Correlation_K,HOECHST-MITO_Correlation_cytoplasm,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_K_illumMITO_illumHOECHST_cytoplasm,cytoplasm_correlation_k_mito_dna,Correlation,K,cytoplasm,MITO,HOECHST,HOECHST-MITO,Correlation_HOECHST-MITO_cytoplasm,HOECHST-MITO_Correlation_K_cytoplasm,HOECHST-MITO_Correlation_K,HOECHST-MITO_Correlation_cytoplasm,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Manders_illumHOECHST_illumMITO_cytoplasm,cytoplasm_correlation_manders_dna_mito,Correlation,Manders,cytoplasm,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_cytoplasm,HOECHST-MITO_Correlation_Manders_cytoplasm,HOECHST-MITO_Correlation_Manders,HOECHST-MITO_Correlation_cytoplasm,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Manders_illumMITO_illumHOECHST_cytoplasm,cytoplasm_correlation_manders_mito_dna,Correlation,Manders,cytoplasm,MITO,HOECHST,HOECHST-MITO,Correlation_HOECHST-MITO_cytoplasm,HOECHST-MITO_Correlation_Manders_cytoplasm,HOECHST-MITO_Correlation_Manders,HOECHST-MITO_Correlation_cytoplasm,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Overlap_illumHOECHST_illumMITO_cytoplasm,cytoplasm_correlation_overlap_dna_mito,Correlation,Overlap,cytoplasm,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_cytoplasm,HOECHST-MITO_Correlation_Overlap_cytoplasm,HOECHST-MITO_Correlation_Overlap,HOECHST-MITO_Correlation_cytoplasm,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_RWC_illumHOECHST_illumMITO_cytoplasm,cytoplasm_correlation_rwc_dna_mito,Correlation,RWC,cytoplasm,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_cytoplasm,HOECHST-MITO_Correlation_RWC_cytoplasm,HOECHST-MITO_Correlation_RWC,HOECHST-MITO_Correlation_cytoplasm,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_RWC_illumMITO_illumHOECHST_cytoplasm,cytoplasm_correlation_rwc_mito_dna,Correlation,RWC,cytoplasm,MITO,HOECHST,HOECHST-MITO,Correlation_HOECHST-MITO_cytoplasm,HOECHST-MITO_Correlation_RWC_cytoplasm,HOECHST-MITO_Correlation_RWC,HOECHST-MITO_Correlation_cytoplasm,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Correlation_illumHOECHST_illumMITO_nuclei,nuclei_correlation_correlation_dna_mito,Correlation,Correlation,nuclei,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_nuclei,HOECHST-MITO_Correlation_Correlation_nuclei,HOECHST-MITO_Correlation_Correlation,HOECHST-MITO_Correlation_nuclei,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Costes_illumHOECHST_illumMITO_nuclei,nuclei_correlation_costes_dna_mito,Correlation,Costes,nuclei,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_nuclei,HOECHST-MITO_Correlation_Costes_nuclei,HOECHST-MITO_Correlation_Costes,HOECHST-MITO_Correlation_nuclei,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Costes_illumMITO_illumHOECHST_nuclei,nuclei_correlation_costes_mito_dna,Correlation,Costes,nuclei,MITO,HOECHST,HOECHST-MITO,Correlation_HOECHST-MITO_nuclei,HOECHST-MITO_Correlation_Costes_nuclei,HOECHST-MITO_Correlation_Costes,HOECHST-MITO_Correlation_nuclei,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_K_illumHOECHST_illumMITO_nuclei,nuclei_correlation_k_dna_mito,Correlation,K,nuclei,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_nuclei,HOECHST-MITO_Correlation_K_nuclei,HOECHST-MITO_Correlation_K,HOECHST-MITO_Correlation_nuclei,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_K_illumMITO_illumHOECHST_nuclei,nuclei_correlation_k_mito_dna,Correlation,K,nuclei,MITO,HOECHST,HOECHST-MITO,Correlation_HOECHST-MITO_nuclei,HOECHST-MITO_Correlation_K_nuclei,HOECHST-MITO_Correlation_K,HOECHST-MITO_Correlation_nuclei,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Overlap_illumHOECHST_illumMITO_nuclei,nuclei_correlation_overlap_dna_mito,Correlation,Overlap,nuclei,HOECHST,MITO,HOECHST-MITO,Correlation_HOECHST-MITO_nuclei,HOECHST-MITO_Correlation_Overlap_nuclei,HOECHST-MITO_Correlation_Overlap,HOECHST-MITO_Correlation_nuclei,HOECHST-MITO_Correlation,Correlation_HOECHST-MITO,blue
Correlation_Correlation_illumHOECHST_illumPHAandWGA_cells,cells_correlation_correlation_dna_agp,Correlation,Correlation,cells,HOECHST,PHAandWGA,HOECHST-PHAandWGA,Correlation_HOECHST-PHAandWGA_cells,HOECHST-PHAandWGA_Correlation_Correlation_cells,HOECHST-PHAandWGA_Correlation_Correlation,HOECHST-PHAandWGA_Correlation_cells,HOECHST-PHAandWGA_Correlation,Correlation_HOECHST-PHAandWGA,blue
Correlation_Costes_illumHOECHST_illumPHAandWGA_cells,cells_correlation_costes_dna_agp,Correlation,Costes,cells,HOECHST,PHAandWGA,HOECHST-PHAandWGA,Correlation_HOECHST-PHAandWGA_cells,HOECHST-PHAandWGA_Correlation_Costes_cells,HOECHST-PHAandWGA_Correlation_Costes,HOECHST-PHAandWGA_Correlation_cells,HOECHST-PHAandWGA_Correlation,Correlation_HOECHST-PHAandWGA,blue
Correlation_Costes_illumPHAandWGA_illumHOECHST_cells,cells_correlation_costes_agp_dna,Correlation,Costes,cells,PHAandWGA,HOECHST,HOECHST-PHAandWGA,Correlation_HOECHST-PHAandWGA_cells,HOECHST-PHAandWGA_Correlation_Costes_cells,HOECHST-PHAandWGA_Correlation_Costes,HOECHST-PHAandWGA_Correlation_cells,HOECHST-PHAandWGA_Correlation,Correlation_HOECHST-PHAandWGA,blue
Correlation_K_illumHOECHST_illumPHAandWGA_cells,cells_correlation_k_dna_agp,Correlation,K,cells,HOECHST,PHAandWGA,HOECHST-PHAandWGA,Correlation_HOECHST-PHAandWGA_cells,HOECHST-PHAandWGA_Correlation_K_cells,HOECHST-PHAandWGA_Correlation_K,HOECHST-PHAandWGA_Correlation_cells,HOECHST-PHAandWGA_Correlation,Correlation_HOECHST-PHAandWGA,blue
